Songtitle,Artist(s),uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
The Deep End,['Restless Modern'],spotify:track:0DaT65DlTECOJ5p6tu9SmK,0.575,0.712,0,-6.467,1,0.0433,0.0891,1.06e-05,0.0756,0.329,83.034
For Love (feat. klei) - Decco Remix,"['filous', 'klei', 'Decco']",spotify:track:3rD9UrklEebk1a5LsScnz9,0.672,0.605,0,-7.505,1,0.112,0.126,9.65e-06,0.385,0.633,100.082
The Day We Fell in Love,"['Nick Kingsley', 'Danny Farrant']",spotify:track:45VlHU97K89pQvdP3xAd10,0.621,0.538,2,-7.807,1,0.0332,0.133,0.0,0.199,0.214,120.096
Nice To Meet You,"['Seeb', 'Goodito Frito']",spotify:track:1Cwlg2NB6wkNDLjmNpQl9l,0.353,0.771,7,-4.079,1,0.244,0.0869,0.0,0.211,0.17,173.816
Puppets - MVCA Remix,"['Ninski', 'MVCA']",spotify:track:2YszHTGiKV7xKB467IRnoS,0.749,0.839,9,-4.836,0,0.113,0.395,0.0,0.106,0.521,105.042
Bones,"['Lenii', 'Benta']",spotify:track:3VknZLPDqmxBFmP8oG7IGM,0.568,0.529,8,-10.412,1,0.0441,0.838,0.0191,0.111,0.321,170.084
I Would Never,['Estherlivia'],spotify:track:4b0uGmZgu1QTMoMWMw6XuK,0.67,0.573,4,-7.389,0,0.0564,0.321,5.96e-05,0.222,0.67,174.023
Wasted Worry,"['ZenAware', 'Suriel Hess']",spotify:track:1Velljq4pS4CzaP79wIWrj,0.65,0.557,8,-7.838,0,0.0602,0.215,0.0202,0.111,0.0976,145.059
I'm Ready,['Jake Austin Walker'],spotify:track:74I4DXG7BFK5v3n54abQOY,0.639,0.545,10,-6.711,0,0.0313,0.128,6.47e-05,0.172,0.365,79.009
Obviously,['William Sheats'],spotify:track:1dSaJ5oHch714YXBMoH1ri,0.746,0.809,6,-4.388,0,0.0506,0.131,0.0,0.115,0.32,110.052
The a Team,"['Ludvigsson', 'Jorm']",spotify:track:0jVEMtpDaf355UWdeKl0Ob,0.282,0.447,9,-10.729,1,0.0758,0.458,1.98e-06,0.562,0.266,84.319
Put Me Away,['Will Grands'],spotify:track:5Ef5NASqp0OoNWiOqR64M3,0.621,0.679,6,-5.162,0,0.0579,0.639,6.58e-05,0.548,0.613,96.999
Stain,"['Colin Chase', 'Miranda Glory', 'Gill Chang']",spotify:track:4UZtWtupYdnEYEEgmJbn6G,0.712,0.697,1,-6.976,0,0.034,0.0212,0.0,0.17,0.551,104.974
Young & Free,['Dermot Kennedy'],spotify:track:154J7EMKDUOVwD2hWGDNHU,0.487,0.63,8,-6.053,1,0.0432,0.0845,0.0,0.109,0.156,153.131
The Traveller,['The Fedz'],spotify:track:4JuIhan7M8EJ3o85jRgAms,0.698,0.579,5,-6.03,1,0.0368,0.207,0.0,0.247,0.599,92.125
if,['KID BRUNSWICK'],spotify:track:5uVLkHSFoY9IxZqNmVqkvg,0.579,0.462,0,-6.337,1,0.0321,0.489,0.0,0.19,0.284,127.831
Over You,['Marc Scibilia'],spotify:track:2EpADzyRHE649zepIKajc2,0.542,0.428,9,-8.45,0,0.0601,0.0543,0.0,0.127,0.306,153.991
Symmetry,"['JT Roach', 'Emily Warren']",spotify:track:6ARrdbSTFuwxE6meFUFUtI,0.609,0.342,6,-11.118,1,0.0423,0.9,5.04e-06,0.186,0.133,94.706
UFO,"['Mallrat', 'Allday']",spotify:track:5WEfP0V1NKhsbWxX1Zab1c,0.682,0.72,9,-6.514,0,0.0359,0.0297,0.0,0.118,0.448,129.99
Baller los,['MERO'],spotify:track:1IPRghUN3LFPNbCTsfBJx9,0.642,0.598,10,-8.716,0,0.283,0.505,0.0,0.129,0.508,170.185
Cataleya,['Samra'],spotify:track:3MrTi2XjvQCZm8V1P1ryuR,0.708,0.794,1,-4.409,0,0.306,0.0763,0.0,0.168,0.69,90.125
Feuer,['Capital Bra'],spotify:track:3yuMTMJQ2gkvLhMVZLrcRV,0.68,0.826,5,-3.93,0,0.0907,0.0881,0.0,0.0812,0.398,144.966
Tausend Tattoos,['Sido'],spotify:track:1rGZd7EVl4aOClpzDLNPwy,0.652,0.818,11,-4.223,1,0.221,0.129,0.0,0.234,0.373,92.246
Meer,['Luciano'],spotify:track:1LcvTvRfWrQjrF6aymfugd,0.728,0.638,8,-6.41,0,0.252,0.24,0.000501,0.106,0.598,160.036
Valentino Camouflage,"['Luciano', 'Nimo']",spotify:track:0RMrNZG8THmtHXU90tfsQY,0.811,0.729,7,-5.421,1,0.452,0.11,0.000131,0.125,0.632,195.983
Perfekt (feat. Sofiane),"['RAF Camora', 'AriBeatz', 'Sofiane']",spotify:track:38KR9aB0bPkjM4gKhKr7tr,0.604,0.765,11,-6.75,0,0.434,0.639,0.0,0.0938,0.773,118.257
4 Uhr Nachts,"['Sido', 'Haftbefehl', 'Kool Savas']",spotify:track:3WtVfsf6ASh1Eaib3bzPeX,0.767,0.862,11,-3.119,1,0.133,0.0249,4.5e-06,0.0929,0.741,90.035
BONNIE & CLYDE,"['Loredana', 'Mozzik']",spotify:track:5UtiebKGhsSce9gX1qCqic,0.792,0.62,8,-4.832,0,0.266,0.11,1.61e-05,0.085,0.637,169.985
Bestia,['Young Igi'],spotify:track:4I0R7t0kvVTlqQGpDp0GXl,0.496,0.468,9,-9.015,0,0.294,0.634,0.0,0.107,0.365,94.034
Delfin,"['Bedoes', 'Kubi Producent', 'Koldi', 'Young Multi', 'Beteo']",spotify:track:0xoUDiOLXqp9qB3S9FkvUI,0.787,0.792,1,-7.187,1,0.327,0.309,0.0,0.138,0.507,160.03
Placebo,"['Adi Nowak', 'DZIARMA']",spotify:track:3cT0pXK7eKFFwajcFh4suK,0.83,0.475,1,-9.247,1,0.346,0.184,0.0,0.0674,0.487,78.03
Szczęścia Milimetr,['O.S.T.R.'],spotify:track:5HEhjiovDAH97SHHlB2sh4,0.724,0.765,2,-6.659,0,0.0489,0.189,0.0,0.129,0.185,112.908
Tlen,['Taco Hemingway'],spotify:track:2Z07zp7rbrWfIRbYeaQnWL,0.823,0.37,7,-10.28,1,0.204,0.452,6.74e-05,0.0693,0.0669,106.982
"Drap, Masuj, Miziaj","['Adi Nowak', 'Zuzanna Niedzielska']",spotify:track:6M59KT8eM6E0KVcwKJhwxW,0.899,0.551,9,-9.157,1,0.321,0.23,3.54e-06,0.581,0.52,93.964
Deszcz Na Betonie,['Taco Hemingway'],spotify:track:5K88aW0YcTXmmn4ooXzqyz,0.768,0.587,1,-9.428,0,0.0615,0.0221,2.04e-06,0.0931,0.722,93.016
Zohan,"['Adi Nowak', 'barvinsky']",spotify:track:3Gn2YRShw58ndM2vsGpq1u,0.531,0.623,1,-8.719,1,0.313,0.252,0.0,0.0765,0.395,139.797
Szpon Won!,"['Adi Nowak', 'barvinsky']",spotify:track:6Lkv29FeSu8kEzALQkcFxI,0.762,0.625,7,-8.404,1,0.325,0.262,0.0,0.0759,0.638,151.766
Mortimer,"['Adi Nowak', 'barvinsky']",spotify:track:3AdxZTaSKWnyqdLRWxkOYp,0.785,0.683,1,-8.537,1,0.261,0.277,0.0,0.349,0.555,85.001
SumieNIE,"['Otsochodzi', 'O.S.T.R.', 'Taco Hemingway', 'Holak']",spotify:track:1CtKKJ5ij3pQQ7A65c1fip,0.823,0.518,6,-6.167,0,0.238,0.468,6.4e-06,0.0718,0.761,109.076
Alcatraz,['O.S.T.R.'],spotify:track:1hxZBLTtpyeX4kBiZ8pWjz,0.657,0.683,11,-6.642,0,0.449,0.399,0.0,0.138,0.866,137.701
Nie / nie,['Otsochodzi'],spotify:track:504W8xzM8013XZkMxRYkX4,0.74,0.672,11,-7.263,1,0.176,0.0889,0.0,0.0925,0.329,151.929
Nostalgia,['Taco Hemingway'],spotify:track:1AU7nfy6iBbNt7rrgSglOZ,0.839,0.462,1,-9.5,0,0.225,0.64,0.0,0.0823,0.471,104.977
In My Head,['Peter Manos'],spotify:track:1tT55K6VEyO6XFDxK4lDQe,0.499,0.181,9,-15.359,0,0.0429,0.745,0.00123,0.106,0.0747,111.956
Better To Lie (with Jesse & Swae Lee),"['benny blanco', 'Jesse', 'Swae Lee']",spotify:track:61sqsOPon94ecMskeEXwev,0.758,0.602,10,-7.909,0,0.094,0.0376,4.77e-06,0.111,0.519,155.038
SOLO,['JENNIE'],spotify:track:2wVDWtLKXunswWecARNILj,0.751,0.642,3,-5.165,0,0.087,0.0861,0.0,0.0953,0.388,95.045
E-Lo (feat. Jozzy),"['Los Unidades', 'Pharrell Williams', 'Jozzy']",spotify:track:3eydp9rHJAskzOevEBK267,0.698,0.797,3,-5.125,0,0.0615,0.469,0.00118,0.152,0.53,101.969
Mama (feat. Ellie Goulding),"['Clean Bandit', 'Ellie Goulding']",spotify:track:3WDIhWoRWVcaHdRwMEHkkS,0.737,0.714,1,-6.138,0,0.0367,0.225,3.79e-06,0.267,0.608,102.046
"Voodoo (feat. Tiwa Savage, Wizkid, Danny Ocean & David Guetta)","['Stargate', 'Los Unidades', 'Tiwa Savage', 'WizKid', 'Danny Ocean', 'David Guetta']",spotify:track:148PHifIfj7HESkf4HmYJG,0.641,0.791,9,-4.439,0,0.0587,0.0104,1.18e-06,0.171,0.301,128.018
I Always Wanna Die (Sometimes),['The 1975'],spotify:track:3HPpOFmDibEO06Z2q4ZN5u,0.376,0.473,4,-5.636,1,0.0325,0.00527,0.00162,0.123,0.0398,148.835
Colder,['Nina Nesbitt'],spotify:track:30QNbMNYxPL78w2jLZdRdv,0.719,0.493,11,-7.718,0,0.0351,0.182,0.0,0.0666,0.734,97.488
Remember (with ZOHARA),"['Gryffin', 'ZOHARA']",spotify:track:3Iee2uf8UXOrOupQzfs1z5,0.62,0.906,11,-3.638,0,0.0627,0.102,0.0206,0.183,0.398,123.047
Summer Love,"['Rudimental', 'Rita Ora']",spotify:track:3yPe9q1JY5Jlx7yrkGquWX,0.56,0.723,1,-6.263,1,0.0459,0.175,0.00315,0.149,0.282,159.915
It's Not Living (If It's Not With You),['The 1975'],spotify:track:0D4yVl9Pn45xW2s63MFCmT,0.618,0.837,1,-5.338,1,0.0304,0.000254,0.000378,0.0618,0.526,121.227
Blu,['Jon Bellion'],spotify:track:4FUDWkguOUVpLRAVn5C20z,0.384,0.465,0,-8.554,1,0.0341,0.29,2.22e-05,0.359,0.636,131.604
Forgive Me Friend,"['Smith & Thell', 'Swedish Jam Factory']",spotify:track:73VW0CYIIx6xRuy4JdoXUV,0.589,0.782,1,-6.067,1,0.0314,0.000891,1.15e-06,0.187,0.6,127.917
Party For One,['Carly Rae Jepsen'],spotify:track:39YLC6osLe9btq1vpsDglx,0.685,0.638,6,-6.539,1,0.0367,0.0371,0.0,0.0987,0.414,123.442
AF1s,['Chelsea Cutler'],spotify:track:0ppSBkcjCsfVCXsAPYDAk0,0.515,0.463,2,-7.456,1,0.101,0.133,0.0,0.0954,0.41,163.458
Treat You Better - Single Edit,['RÜFÜS DU SOL'],spotify:track:5lzHDkFLN01bKatvKQC0lO,0.625,0.576,8,-5.812,1,0.036,0.217,2.85e-06,0.0897,0.297,121.915
Fading,"['Alle Farben', 'ILIRA']",spotify:track:2RP8Svo0pMwZXnVcmOffDw,0.734,0.76,11,-5.267,0,0.0415,0.0232,0.0,0.127,0.685,122.072
I Want You,['MØ'],spotify:track:5mpibPxO6AWUhl2RiHpOGe,0.708,0.683,2,-5.249,0,0.0917,0.204,0.0,0.158,0.651,108.039
Malibu Nights,['LANY'],spotify:track:0Eqg0CQ7bK3RQIMPw1A7pl,0.559,0.422,11,-11.89,1,0.195,0.701,1.99e-06,0.0853,0.191,74.002
Headlights,"['Hellberg', 'Leona Lewis']",spotify:track:2nfvybU2w0S5X6Qp2A6HA1,0.376,0.591,4,-6.768,1,0.129,0.00745,0.0,0.0866,0.367,95.709
Machine,['Imagine Dragons'],spotify:track:5ftQSVAHs7iqULWKQn0fjK,0.638,0.679,4,-5.278,1,0.0425,0.0016,0.00655,0.121,0.596,81.045
Śnieg,"['Bedoes', 'Kubi Producent']",spotify:track:2j0SL63OQDQkfyTBjhG46r,0.566,0.513,5,-11.362,1,0.104,0.0793,0.0,0.109,0.409,85.486
One Night Stand,['Malik Montana'],spotify:track:1QUZDrXF4Gw4FvLEiWLF20,0.858,0.596,2,-9.928,1,0.145,0.439,2.08e-06,0.181,0.358,99.975
Team,"['Noah Cyrus', 'MAX']",spotify:track:6C56edNssJGjkPi3BnrGwP,0.663,0.38,10,-7.462,1,0.0473,0.501,0.0,0.169,0.476,80.077
Rumors,"['Elijah Kelly', 'Jone']",spotify:track:03Xgd1wwijUwg83JsYoRmL,0.698,0.578,8,-7.992,1,0.0572,0.0118,1.22e-05,0.104,0.156,119.978
Unfaithful,"['Elijah Kelly', 'Jone']",spotify:track:3JIyTkzMYuxaFTsB7mfdbt,0.665,0.616,10,-5.332,0,0.0722,0.0391,0.000138,0.133,0.373,120.066
Mission,"['Elijah Kelly', 'Jone']",spotify:track:3zdpJy23L74slA7LWn0F2T,0.757,0.521,10,-8.871,0,0.13,0.0218,0.0,0.532,0.32,118.01
Goddess,"['Elijah Kelly', 'Jone']",spotify:track:4SGPJfLe4d8A7besaLNtD9,0.654,0.546,8,-9.193,0,0.0382,0.0845,0.0,0.136,0.541,92.037
Girls Like You,"['Elijah Kelly', 'Jone']",spotify:track:4GBqu8Z1VlUHb6Xc7uHUG2,0.496,0.569,5,-9.08,0,0.0308,0.016,0.00107,0.0803,0.258,79.973
Come Down,"['Elijah Kelly', 'Jone']",spotify:track:2Hd63DTBFYRUFGkZJwx5Z9,0.625,0.852,7,-5.54,0,0.134,0.159,1.14e-05,0.247,0.252,139.952
Two Is Better,"['Elijah Kelly', 'Jone']",spotify:track:5br6yJDUtuPSgM140oxjZw,0.676,0.572,11,-7.961,0,0.0434,0.457,6.76e-06,0.132,0.296,121.997
Just Saying,"['Elijah Kelly', 'Jone']",spotify:track:2jNjRWZks4lV06f02sg9II,0.641,0.725,3,-5.353,0,0.126,0.0307,3.95e-06,0.34,0.272,125.079
Happy,"['Elijah Kelly', 'Jone']",spotify:track:0VFbcORHvMDrMa8sq9CEjF,0.438,0.863,6,-6.443,0,0.166,0.015,0.0,0.375,0.363,84.871
Love Alone,['Mokita'],spotify:track:6KUsVERTI2fY3Swi5mo27R,0.632,0.454,7,-6.996,1,0.0505,0.51,2.68e-06,0.179,0.493,90.024
Sympathy,['Cloi Crider'],spotify:track:52vYwBqgxywE7VNnU4JVOk,0.642,0.295,9,-11.041,0,0.0437,0.257,0.0,0.102,0.149,87.929
Know This Love (feat. Litens),"['KREAM', 'Litens']",spotify:track:5miQGFoYZPv5JCNzSoEbWt,0.631,0.835,2,-5.214,1,0.0568,0.113,1.2e-05,0.331,0.466,98.971
Know This Love (feat. Litens) - Extended,"['KREAM', 'Litens']",spotify:track:1rKrkD0KjMWZaIrdjywi5k,0.726,0.708,2,-5.845,1,0.0797,0.0102,0.000851,0.0544,0.689,98.964
Last Time Love,"['Fancy Cars', 'Myah Marie']",spotify:track:2iJHpuk7zAoQJjtwEdtlSk,0.454,0.739,0,-4.562,0,0.203,0.195,1.05e-05,0.174,0.523,195.68
Desemberkveðja,"['Sigríður Thorlacius', 'Sigurður Guðmundsson']",spotify:track:1bDH61vkdzeXLUVBqDn9e6,0.646,0.334,4,-12.93,1,0.0283,0.39,0.00011,0.108,0.471,102.391
Stúfur,"['Baggalútur', 'Friðrik Dór']",spotify:track:7CMpPnkQY7SReluOKJ8Cbt,0.671,0.667,0,-4.764,1,0.0456,0.0347,4.69e-06,0.291,0.559,120.859
Seðlar Fjúka,"['Izleifur', '24/7']",spotify:track:6Ij7GN8d87qFD9TjrurOGx,0.768,0.632,10,-8.7,0,0.176,0.1,2.13e-06,0.117,0.918,160.015
Last Memory,['Takeoff'],spotify:track:1fvCggAYrW0VtCljtqv4h2,0.854,0.708,1,-5.805,0,0.244,0.175,0.0,0.241,0.172,118.032
Fljótur Að Fá Það,['Séra Bjössi'],spotify:track:3s8HIGGOMafj9Q2d1UG279,0.626,0.638,7,-8.482,0,0.139,0.0934,0.0,0.0938,0.308,128.195
HVÍTUR OG TVÍTUGUR,['Auður'],spotify:track:0w7WGvqeKn7W12pwfHnifa,0.588,0.229,0,-14.273,0,0.0599,0.893,1.08e-06,0.263,0.374,127.129
Kamikaze,['Lil Mosey'],spotify:track:1iPBD72u3nAyFEeardYuBV,0.792,0.571,8,-7.539,0,0.094,0.301,0.0,0.1,0.556,99.999
FREÐINN,['Auður'],spotify:track:22T77jHO0W90C6fWTiLamv,0.757,0.63,6,-5.986,0,0.141,0.16,4.14e-06,0.347,0.892,149.903
Canary,['Joy Williams'],spotify:track:6z2WfgI5lYcq1su1WyOxQ9,0.293,0.431,7,-7.916,1,0.0314,0.785,0.000632,0.264,0.314,178.145
Silver Lining,['Mt. Joy'],spotify:track:2fpDrL2Vpee0JnM6AoUFvl,0.486,0.638,0,-6.231,1,0.0323,0.000921,0.0,0.078,0.178,144.458
Uh Huh - Acoustic,['Jade Bird'],spotify:track:7lqJKQZ3YmtS2fsELnpNk3,0.368,0.441,4,-6.656,1,0.0457,0.599,0.0,0.145,0.297,192.461
Horse to Water,['Tall Heights'],spotify:track:0szmjOw9XbtbQYWz0GvXSp,0.517,0.622,6,-9.135,0,0.0337,0.344,0.0699,0.498,0.51,96.964
Six Years,['A Blaze of Feather'],spotify:track:7DeJ8TdwgNpz6Un0SiskhX,0.402,0.476,0,-8.823,1,0.0289,0.334,0.0701,0.0947,0.164,86.06
Never Call Me (feat. YG) - Remix,"['Jhené Aiko', 'YG']",spotify:track:2ZbvTTHaZIYu9XhnRO44mr,0.595,0.419,2,-8.122,0,0.276,0.694,0.0,0.12,0.33,120.14
Trip,['Ella Mai'],spotify:track:7noud145AHZGg74vpWOsCa,0.717,0.605,11,-5.68,0,0.075,0.214,0.0,0.138,0.387,81.047
Who Hurt You?,['Daniel Caesar'],spotify:track:23c9gmiiv7RCu7twft0Mym,0.649,0.493,11,-7.645,0,0.11,0.586,0.000167,0.0667,0.277,104.542
Human,['The Killers'],spotify:track:5mhUPDWQH3s544WCsa0r9w,0.547,0.837,10,-7.085,1,0.0676,0.00112,0.000624,0.0937,0.568,135.47
Fluorescent Adolescent,['Arctic Monkeys'],spotify:track:2x8evxqUlF0eRabbW2JBJd,0.654,0.828,1,-5.377,0,0.0281,0.00146,0.000144,0.122,0.79,112.056
I Write Sins Not Tragedies,['Panic! At The Disco'],spotify:track:4bPQs0PHn4xbipzdPfn6du,0.569,0.83,9,-4.106,0,0.14,0.0807,0.0,0.114,0.609,170.094
Bartender (feat. Akon),"['T-Pain', 'Akon']",spotify:track:5kxddRG1RZaZROadk7iC4D,0.675,0.394,8,-8.539,1,0.133,0.0611,0.0,0.214,0.405,104.987
All Falls Down,"['Kanye West', 'Syleena Johnson']",spotify:track:2cYZpcIV39X48RnOFM7w2V,0.643,0.717,8,-4.876,0,0.506,0.184,0.0,0.152,0.46,90.893
Sweet Love,['Anita Baker'],spotify:track:3Z6DV0jsGqCs4whsfda7lX,0.504,0.728,10,-5.699,0,0.0234,0.36,0.0,0.159,0.683,89.255
Crank That (Soulja Boy),['Soulja Boy'],spotify:track:66TRwr5uJwPt15mfFkzhbi,0.736,0.74,0,-2.18,1,0.0786,0.515,0.0,0.0468,0.803,140.141
Either,"['Poo Bear', 'Zara Larsson']",spotify:track:6QpqGSRmUnH81iYd1bfYL9,0.745,0.586,4,-8.49,0,0.145,0.288,0.00454,0.117,0.61,99.304
Safe,['Daya'],spotify:track:12wAQ0HNbJWVrVJA3woXDb,0.412,0.696,0,-3.681,1,0.0508,0.089,0.0,0.138,0.376,87.622
Airplane Mode,['ON1Y'],spotify:track:370BNSvDvj8ceBlUV1qnD7,0.829,0.632,5,-5.248,0,0.0452,0.00928,0.000154,0.0772,0.422,104.999
2 Souls on Fire (feat. Quavo),"['Bebe Rexha', 'Quavo']",spotify:track:18oGgOeVdawfYCWndM3Tl6,0.713,0.592,4,-4.621,0,0.0272,0.181,0.0,0.338,0.619,106.013
better off - filous remix,"['Jeremy Zucker', 'Chelsea Cutler', 'filous']",spotify:track:3PMsgFdVtCeTgjzE8X9TTs,0.782,0.564,8,-7.752,0,0.226,0.164,0.00689,0.182,0.448,101.058
Stay Open,"['Diplo', 'MØ']",spotify:track:2yvDDDQUmJnop6ycSqOAGf,0.663,0.589,6,-8.091,0,0.191,0.209,0.000599,0.109,0.412,97.949
16 Steps,"['Martin Jensen', 'Olivia Holt']",spotify:track:7v3MkCal9v1Bw0N31X33qA,0.601,0.674,7,-5.638,1,0.125,0.0561,0.0,0.117,0.596,180.055
Honest,['Bazzi'],spotify:track:5ouNakSA4Ys0aJvoFBJtXn,0.676,0.586,7,-6.271,1,0.063,0.306,0.0,0.0937,0.45,76.991
The Reason,['Chelsea Cutler'],spotify:track:5L40lPxGOtkpCYfaakKJbq,0.404,0.598,2,-8.513,1,0.167,0.0996,3.29e-05,0.303,0.348,89.949
Sun In Our Eyes,"['MØ', 'Diplo']",spotify:track:5vsRm2aCBl5T2qdpvwtrf6,0.757,0.832,4,-3.318,0,0.0758,0.0384,0.00241,0.661,0.386,125.894
If We Have Each Other,['Alec Benjamin'],spotify:track:2yQbzfcs28JrjKqxqAboEg,0.654,0.579,10,-5.561,0,0.0728,0.701,0.0,0.305,0.854,173.094
Say My Name (feat. IMAN),"['Digital Farm Animals', 'IMAN']",spotify:track:0K0vnXPkSrZfO0xpT91jub,0.632,0.656,11,-4.348,0,0.163,0.0452,0.000187,0.144,0.382,175.946
Nevermind,['Dennis Lloyd'],spotify:track:63SevszngYpZOwf63o61K4,0.6,0.688,5,-8.339,0,0.201,0.159,1.29e-05,0.409,0.0793,99.977
Lose You Too,['SHY Martin'],spotify:track:5JkUNbYSn06ghlmu0NRUMf,0.445,0.357,7,-9.163,1,0.0445,0.153,0.0,0.356,0.159,147.062
Stuck,"['Lost Kings', 'Tove Styrke']",spotify:track:3esogDu1xpfphICWKjd8fp,0.768,0.796,7,-4.89,0,0.0758,0.0175,1.22e-06,0.0736,0.564,104.99
Babies (feat. Alessia Cara),"['KYLE', 'Alessia Cara']",spotify:track:2iTQEWxLtKrIoYr7FIWq6q,0.672,0.543,6,-7.07,1,0.0335,0.121,8.05e-05,0.331,0.198,90.025
Make You Remember (feat. Your Friends),"['Lazy Weekends', 'Your Friends']",spotify:track:1xcHfI2pbsBKmKDbd1zD96,0.746,0.496,5,-4.796,1,0.0826,0.395,0.0,0.0898,0.849,139.933
Younger,['Ruel'],spotify:track:2qXicQG06oT0ijKBznpgQv,0.745,0.477,11,-7.706,0,0.088,0.202,0.0,0.12,0.454,136.055
Lonely Alone,"['Chelsea Cutler', 'Jeremy Zucker']",spotify:track:5226Ocpr2cbudvurouwNUF,0.857,0.22,2,-14.115,1,0.23,0.789,0.0,0.129,0.583,100.976
Straight To The Heart,"['Nick Talos', 'David Spekter']",spotify:track:0MJGEZXkdMj7uQUGhI6gj3,0.463,0.676,5,-7.038,1,0.049,0.124,0.0,0.426,0.584,89.04
All Night Long,['JST FRNDS'],spotify:track:6wnYRj6VDtrPobW9ob3XWs,0.647,0.438,3,-7.957,1,0.0294,0.481,0.0,0.0761,0.583,94.99
All This Love,['JP Cooper'],spotify:track:10unIjOu5Jurco3SDbV4HZ,0.621,0.524,5,-7.056,1,0.0248,0.168,0.0,0.0925,0.434,97.456
Patient,['Charlie Puth'],spotify:track:2ZrHbO88rM6Ijeg0aJmSzl,0.675,0.604,1,-6.266,1,0.193,0.752,0.0,0.111,0.456,168.034
Rosa,['WIINSTON'],spotify:track:25JseJI8LXG6naKvFWoFPt,0.516,0.469,9,-9.457,0,0.0346,0.489,0.000977,0.116,0.301,104.069
Sick Boy,['The Chainsmokers'],spotify:track:6G9NGmhQY69knXica8K5Mp,0.548,0.58,11,-7.524,0,0.121,0.104,0.0,0.127,0.462,180.066
You've Got Your Whole Life Ahead Of You Baby,['IDER'],spotify:track:0TwC5a0VuD03SsbAXtgfd6,0.809,0.409,1,-7.4,0,0.116,0.159,2.53e-06,0.11,0.398,141.926
Landslide,['Dagny'],spotify:track:41fecZEX4sPrRxnjZQ6DGU,0.589,0.609,10,-7.593,1,0.053,0.625,0.000759,0.0688,0.411,149.976
Get Away,['Fazli'],spotify:track:6857vroTQdGF0MoZW7eUlG,0.794,0.73,11,-4.882,0,0.0412,0.0241,0.000171,0.111,0.52,109.984
"Heartless - Recorded At RAK Studios, London",['Dermot Kennedy'],spotify:track:6S4vdF9ENvX8WN8PvJ6soA,0.444,0.535,9,-7.051,1,0.055,0.226,0.0,0.212,0.158,88.033
Sleepless Nights (feat. Nightly),"['ayokay', 'Nightly']",spotify:track:2WPYetFgb9kYw5Inx8mD3o,0.661,0.705,11,-5.949,1,0.0351,0.0405,6.51e-06,0.203,0.502,139.984
The Few Things,"['JP Saxe', 'Charlotte Lawrence']",spotify:track:7GajeLvMksa794ZEQXwRSy,0.536,0.426,7,-10.446,1,0.123,0.64,5.88e-06,0.147,0.375,135.872
Enemy In Me,['Jetta'],spotify:track:1jt3l1PDOiZBlxtZ55xkgZ,0.664,0.495,0,-7.45,0,0.0287,0.443,5.89e-05,0.0726,0.178,96.015
Where Were You In The Morning?,['Shawn Mendes'],spotify:track:5cuRYDNIcSu5noyXQpULKg,0.708,0.517,7,-7.466,1,0.0618,0.556,0.0,0.0992,0.457,87.992
Valentine,['5 Seconds of Summer'],spotify:track:19hh7DkfRBrpRGYfKlw7jb,0.746,0.767,1,-2.907,0,0.0374,0.0601,1.07e-05,0.0859,0.773,94.007
Easy (feat. MPH),"['Sick Individuals', 'MPH']",spotify:track:3KS7Ligqh7wUxTyLZypnqh,0.67,0.784,5,-4.415,1,0.0366,0.0858,1.99e-05,0.129,0.639,157.981
Summer on You,['PRETTYMUCH'],spotify:track:07ipXN6CNTw34qwSYePKpg,0.811,0.447,4,-6.55,1,0.0414,0.636,0.0,0.462,0.694,99.995
Deep Down,['Zhavia Ward'],spotify:track:1iUcKIj6Bto9W6Ifa13SaY,0.586,0.564,7,-5.573,1,0.0738,0.0142,0.0,0.131,0.161,172.037
I Miss You (feat. Julia Michaels),"['Clean Bandit', 'Julia Michaels']",spotify:track:2xmrfQpmS2iJExTlklLoAL,0.638,0.658,3,-6.318,1,0.0456,0.245,3.77e-06,0.0919,0.33,105.076
4U,"['Joakim Molitor', 'Cher Lloyd']",spotify:track:5hLXYhAxLn64snsHUcRVjt,0.734,0.779,9,-4.483,0,0.0473,0.476,7.56e-06,0.0318,0.525,125.961
Where Did We Go Wrong (feat. Cali & PaperShapes),"['Wallaby', 'Cali', 'PaperShapes']",spotify:track:4MbIfF518aFjw3vrOTJA88,0.672,0.512,2,-7.489,1,0.0488,0.124,2.1e-05,0.0996,0.297,99.92
Sounds Good To Me,['Hanne Mjøen'],spotify:track:4qIK8dPBwW5buRpoCohT9p,0.674,0.697,8,-7.567,1,0.0402,0.194,0.0951,0.195,0.646,106.001
Worry,['FOOL'],spotify:track:1HbdS6DUrJbxWj1vnrXHsD,0.734,0.685,1,-5.788,1,0.0526,0.0192,4.02e-06,0.127,0.436,100.075
Mother,['Ina Wroldsen'],spotify:track:3nHtJ3HtqFomq1Qz7OzRR0,0.61,0.524,2,-7.4,1,0.0423,0.311,0.0,0.0787,0.323,76.993
A Little More,['Alessia Cara'],spotify:track:75MKHk9JSlu8MOixmQ982v,0.376,0.211,4,-11.665,1,0.0364,0.797,0.0,0.196,0.228,94.7
Don’t Let Me Go,['Cody Simpson'],spotify:track:4OeWlW2MP1rzGMksAVNAur,0.599,0.505,0,-7.974,1,0.0521,0.155,0.000315,0.244,0.559,93.934
